Technique,Model,F1 Score,Parameters,Fold
RandomOverSampler,KNeighborsClassifier,0.7736416044551208,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",265
RandomOverSampler,KNeighborsClassifier,0.843672639865687,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",266
RandomOverSampler,KNeighborsClassifier,0.7736416044551208,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",267
RandomOverSampler,KNeighborsClassifier,0.843672639865687,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",268
RandomOverSampler,KNeighborsClassifier,0.7536865230358782,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",269
RandomOverSampler,KNeighborsClassifier,0.8431634753399371,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",270
RandomOverSampler,KNeighborsClassifier,0.7536865230358782,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",271
RandomOverSampler,KNeighborsClassifier,0.8431634753399371,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",272
RandomOverSampler,KNeighborsClassifier,0.7415917062192623,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",273
RandomOverSampler,KNeighborsClassifier,0.8432731997283364,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",274
RandomOverSampler,KNeighborsClassifier,0.7415917062192623,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",275
RandomOverSampler,KNeighborsClassifier,0.8432731997283364,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",276
RandomOverSampler,KNeighborsClassifier,0.7365500917283259,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",277
RandomOverSampler,KNeighborsClassifier,0.8431099925596639,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",278
RandomOverSampler,KNeighborsClassifier,0.7365500917283259,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",279
RandomOverSampler,KNeighborsClassifier,0.8431099925596639,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'euclidean', 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",280
RandomOverSampler,KNeighborsClassifier,0.8147000225997377,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",281
RandomOverSampler,KNeighborsClassifier,0.8525828051406006,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",282
RandomOverSampler,KNeighborsClassifier,0.8147000225997377,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",283
RandomOverSampler,KNeighborsClassifier,0.8525828051406006,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",284
RandomOverSampler,KNeighborsClassifier,0.769253929402921,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",285
RandomOverSampler,KNeighborsClassifier,0.8391688467564519,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",286
RandomOverSampler,KNeighborsClassifier,0.769253929402921,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",287
RandomOverSampler,KNeighborsClassifier,0.8391688467564519,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",288
RandomOverSampler,KNeighborsClassifier,0.7562718287142358,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",289
RandomOverSampler,KNeighborsClassifier,0.8388125433140206,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",290
RandomOverSampler,KNeighborsClassifier,0.7562718287142358,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",291
RandomOverSampler,KNeighborsClassifier,0.8388125433140206,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",292
RandomOverSampler,KNeighborsClassifier,0.7475891965408389,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",293
RandomOverSampler,KNeighborsClassifier,0.8400030895237072,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",294
RandomOverSampler,KNeighborsClassifier,0.7475891965408389,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",295
RandomOverSampler,KNeighborsClassifier,0.8400030895237072,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",296
RandomOverSampler,KNeighborsClassifier,0.7473640833762435,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",297
RandomOverSampler,KNeighborsClassifier,0.840734373264824,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",298
RandomOverSampler,KNeighborsClassifier,0.7473640833762435,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",299
RandomOverSampler,KNeighborsClassifier,0.840734373264824,"{'algorithm': 'auto', 'leaf_size': 50, 'metric': 'manhattan', 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",300
RandomOverSampler,KNeighborsClassifier,0.8147000225997377,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",301
RandomOverSampler,KNeighborsClassifier,0.8525828051406006,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",302
RandomOverSampler,KNeighborsClassifier,0.8184179082858323,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",303
RandomOverSampler,KNeighborsClassifier,0.8553940385893565,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",304
RandomOverSampler,KNeighborsClassifier,0.769253929402921,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",305
RandomOverSampler,KNeighborsClassifier,0.8391688467564519,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",306
RandomOverSampler,KNeighborsClassifier,0.7736416044551208,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",307
RandomOverSampler,KNeighborsClassifier,0.843672639865687,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",308
RandomOverSampler,KNeighborsClassifier,0.7562718287142358,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",309
RandomOverSampler,KNeighborsClassifier,0.8388125433140206,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",310
RandomOverSampler,KNeighborsClassifier,0.7536865230358782,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",311
RandomOverSampler,KNeighborsClassifier,0.8431634753399371,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",312
RandomOverSampler,KNeighborsClassifier,0.7475891965408389,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",313
RandomOverSampler,KNeighborsClassifier,0.8400030895237072,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",314
RandomOverSampler,KNeighborsClassifier,0.7415917062192623,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",315
RandomOverSampler,KNeighborsClassifier,0.8432731997283364,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",316
RandomOverSampler,KNeighborsClassifier,0.7473640833762435,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",317
RandomOverSampler,KNeighborsClassifier,0.840734373264824,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",318
RandomOverSampler,KNeighborsClassifier,0.7365500917283259,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",319
RandomOverSampler,KNeighborsClassifier,0.8431099925596639,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'minkowski', 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",320
RandomOverSampler,KNeighborsClassifier,0.8184179082858323,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",321
RandomOverSampler,KNeighborsClassifier,0.8553940385893565,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",322
RandomOverSampler,KNeighborsClassifier,0.8184179082858323,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",323
RandomOverSampler,KNeighborsClassifier,0.8553940385893565,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",324
RandomOverSampler,KNeighborsClassifier,0.7736416044551208,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",325
RandomOverSampler,KNeighborsClassifier,0.843672639865687,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",326
RandomOverSampler,KNeighborsClassifier,0.7736416044551208,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",327
RandomOverSampler,KNeighborsClassifier,0.843672639865687,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",328
RandomOverSampler,KNeighborsClassifier,0.7536865230358782,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",329
RandomOverSampler,KNeighborsClassifier,0.8431634753399371,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",330
RandomOverSampler,KNeighborsClassifier,0.7536865230358782,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",331
RandomOverSampler,KNeighborsClassifier,0.8431634753399371,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",332
RandomOverSampler,KNeighborsClassifier,0.7415917062192623,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",333
RandomOverSampler,KNeighborsClassifier,0.8432731997283364,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",334
RandomOverSampler,KNeighborsClassifier,0.7415917062192623,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",335
RandomOverSampler,KNeighborsClassifier,0.8432731997283364,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",336
RandomOverSampler,KNeighborsClassifier,0.7365500917283259,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",337
RandomOverSampler,KNeighborsClassifier,0.8431099925596639,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",338
RandomOverSampler,KNeighborsClassifier,0.7365500917283259,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",339
RandomOverSampler,KNeighborsClassifier,0.8431099925596639,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'euclidean', 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",340
RandomOverSampler,KNeighborsClassifier,0.8147000225997377,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",341
RandomOverSampler,KNeighborsClassifier,0.8525828051406006,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",342
RandomOverSampler,KNeighborsClassifier,0.8147000225997377,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",343
RandomOverSampler,KNeighborsClassifier,0.8525828051406006,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",344
RandomOverSampler,KNeighborsClassifier,0.769253929402921,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",345
RandomOverSampler,KNeighborsClassifier,0.8391688467564519,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",346
RandomOverSampler,KNeighborsClassifier,0.769253929402921,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",347
RandomOverSampler,KNeighborsClassifier,0.8391688467564519,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",348
RandomOverSampler,KNeighborsClassifier,0.7562718287142358,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",349
RandomOverSampler,KNeighborsClassifier,0.8388125433140206,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",350
RandomOverSampler,KNeighborsClassifier,0.7562718287142358,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",351
RandomOverSampler,KNeighborsClassifier,0.8388125433140206,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",352
RandomOverSampler,KNeighborsClassifier,0.7475891965408389,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",353
RandomOverSampler,KNeighborsClassifier,0.8400030895237072,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",354
RandomOverSampler,KNeighborsClassifier,0.7475891965408389,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",355
RandomOverSampler,KNeighborsClassifier,0.8400030895237072,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",356
RandomOverSampler,KNeighborsClassifier,0.7473640833762435,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",357
RandomOverSampler,KNeighborsClassifier,0.840734373264824,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",358
RandomOverSampler,KNeighborsClassifier,0.7473640833762435,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",359
RandomOverSampler,KNeighborsClassifier,0.840734373264824,"{'algorithm': 'ball_tree', 'leaf_size': 10, 'metric': 'manhattan', 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",360
RandomOverSampler,KNeighborsClassifier,0.8147000225997377,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",361
RandomOverSampler,KNeighborsClassifier,0.8525828051406006,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",362
RandomOverSampler,KNeighborsClassifier,0.8184179082858323,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",363
RandomOverSampler,KNeighborsClassifier,0.8553940385893565,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",364
RandomOverSampler,KNeighborsClassifier,0.769253929402921,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",365
RandomOverSampler,KNeighborsClassifier,0.8391688467564519,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",366
RandomOverSampler,KNeighborsClassifier,0.7736416044551208,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",367
RandomOverSampler,KNeighborsClassifier,0.843672639865687,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",368
RandomOverSampler,KNeighborsClassifier,0.7562718287142358,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",369
RandomOverSampler,KNeighborsClassifier,0.8388125433140206,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",370
RandomOverSampler,KNeighborsClassifier,0.7536865230358782,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",371
RandomOverSampler,KNeighborsClassifier,0.8431634753399371,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",372
RandomOverSampler,KNeighborsClassifier,0.7475891965408389,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",373
RandomOverSampler,KNeighborsClassifier,0.8400030895237072,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",374
RandomOverSampler,KNeighborsClassifier,0.7415917062192623,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",375
RandomOverSampler,KNeighborsClassifier,0.8432731997283364,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",376
RandomOverSampler,KNeighborsClassifier,0.7473640833762435,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",377
RandomOverSampler,KNeighborsClassifier,0.840734373264824,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",378
RandomOverSampler,KNeighborsClassifier,0.7365500917283259,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",379
RandomOverSampler,KNeighborsClassifier,0.8431099925596639,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'minkowski', 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",380
RandomOverSampler,KNeighborsClassifier,0.8184179082858323,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",381
RandomOverSampler,KNeighborsClassifier,0.8553940385893565,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",382
RandomOverSampler,KNeighborsClassifier,0.8184179082858323,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",383
RandomOverSampler,KNeighborsClassifier,0.8553940385893565,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",384
RandomOverSampler,KNeighborsClassifier,0.7736416044551208,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",385
RandomOverSampler,KNeighborsClassifier,0.843672639865687,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",386
RandomOverSampler,KNeighborsClassifier,0.7736416044551208,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",387
RandomOverSampler,KNeighborsClassifier,0.843672639865687,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 5, 'p': 2, 'weights': 'distance'}",388
RandomOverSampler,KNeighborsClassifier,0.7536865230358782,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 7, 'p': 1, 'weights': 'uniform'}",389
RandomOverSampler,KNeighborsClassifier,0.8431634753399371,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 7, 'p': 1, 'weights': 'distance'}",390
RandomOverSampler,KNeighborsClassifier,0.7536865230358782,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 7, 'p': 2, 'weights': 'uniform'}",391
RandomOverSampler,KNeighborsClassifier,0.8431634753399371,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 7, 'p': 2, 'weights': 'distance'}",392
RandomOverSampler,KNeighborsClassifier,0.7415917062192623,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}",393
RandomOverSampler,KNeighborsClassifier,0.8432731997283364,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 9, 'p': 1, 'weights': 'distance'}",394
RandomOverSampler,KNeighborsClassifier,0.7415917062192623,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 9, 'p': 2, 'weights': 'uniform'}",395
RandomOverSampler,KNeighborsClassifier,0.8432731997283364,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 9, 'p': 2, 'weights': 'distance'}",396
RandomOverSampler,KNeighborsClassifier,0.7365500917283259,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 11, 'p': 1, 'weights': 'uniform'}",397
RandomOverSampler,KNeighborsClassifier,0.8431099925596639,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 11, 'p': 1, 'weights': 'distance'}",398
RandomOverSampler,KNeighborsClassifier,0.7365500917283259,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 11, 'p': 2, 'weights': 'uniform'}",399
RandomOverSampler,KNeighborsClassifier,0.8431099925596639,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'euclidean', 'n_neighbors': 11, 'p': 2, 'weights': 'distance'}",400
RandomOverSampler,KNeighborsClassifier,0.8147000225997377,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",401
RandomOverSampler,KNeighborsClassifier,0.8525828051406006,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",402
