Technique,Model,F1 Score,Parameters,Fold
RandomUnderSampler,DecisionTreeClassifier,0.6349981959070313,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",347
RandomUnderSampler,DecisionTreeClassifier,0.6162074768119155,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",348
RandomUnderSampler,DecisionTreeClassifier,0.6217079319014822,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",349
RandomUnderSampler,DecisionTreeClassifier,0.5886959063011032,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",350
RandomUnderSampler,DecisionTreeClassifier,0.6104545021190553,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",351
RandomUnderSampler,DecisionTreeClassifier,0.5889576627467178,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",352
RandomUnderSampler,DecisionTreeClassifier,0.6277666041898848,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",353
RandomUnderSampler,DecisionTreeClassifier,0.6027538644957577,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",354
RandomUnderSampler,DecisionTreeClassifier,0.6233137572008282,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'best'}",355
RandomUnderSampler,DecisionTreeClassifier,0.6019497199956165,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'random'}",356
RandomUnderSampler,DecisionTreeClassifier,0.6236921981600594,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",357
RandomUnderSampler,DecisionTreeClassifier,0.6025861747204082,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'random'}",358
RandomUnderSampler,DecisionTreeClassifier,0.6130656851896463,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",359
RandomUnderSampler,DecisionTreeClassifier,0.6088727187678199,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'random'}",360
RandomOverSampler,DecisionTreeClassifier,0.8956304065601358,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",1
RandomOverSampler,DecisionTreeClassifier,0.8946278257627143,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",2
RandomOverSampler,DecisionTreeClassifier,0.8742659696039283,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",3
RandomOverSampler,DecisionTreeClassifier,0.8416756643483106,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",4
RandomOverSampler,DecisionTreeClassifier,0.8474745631757111,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",5
RandomOverSampler,DecisionTreeClassifier,0.7967759742786769,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",6
RandomOverSampler,DecisionTreeClassifier,0.8533296174130864,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",7
RandomOverSampler,DecisionTreeClassifier,0.8175543480975922,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",8
RandomOverSampler,DecisionTreeClassifier,0.8499479031295125,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",9
RandomOverSampler,DecisionTreeClassifier,0.809652868540152,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",10
RandomOverSampler,DecisionTreeClassifier,0.8302569859262077,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",11
RandomOverSampler,DecisionTreeClassifier,0.7775063725988295,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",12
RandomOverSampler,DecisionTreeClassifier,0.8044914439782987,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'best'}",13
RandomOverSampler,DecisionTreeClassifier,0.7444420033178656,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'random'}",14
RandomOverSampler,DecisionTreeClassifier,0.811017006658029,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",15
RandomOverSampler,DecisionTreeClassifier,0.7467636924895861,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'random'}",16
RandomOverSampler,DecisionTreeClassifier,0.805730420529871,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",17
RandomOverSampler,DecisionTreeClassifier,0.7483925722036516,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'random'}",18
RandomOverSampler,DecisionTreeClassifier,0.8962260131797961,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",19
RandomOverSampler,DecisionTreeClassifier,0.8906756493160313,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",20
RandomOverSampler,DecisionTreeClassifier,0.8712760110445406,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",21
RandomOverSampler,DecisionTreeClassifier,0.8392323133113839,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",22
RandomOverSampler,DecisionTreeClassifier,0.8422811118815963,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",23
RandomOverSampler,DecisionTreeClassifier,0.7939759090836832,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",24
RandomOverSampler,DecisionTreeClassifier,0.8496825014557571,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",25
RandomOverSampler,DecisionTreeClassifier,0.8102243492491816,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",26
RandomOverSampler,DecisionTreeClassifier,0.8436303863714343,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",27
RandomOverSampler,DecisionTreeClassifier,0.797519649319889,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",28
RandomOverSampler,DecisionTreeClassifier,0.824119555455732,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",29
RandomOverSampler,DecisionTreeClassifier,0.766235785971866,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",30
RandomOverSampler,DecisionTreeClassifier,0.8090462018755831,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'best'}",31
RandomOverSampler,DecisionTreeClassifier,0.7301823531954813,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'random'}",32
RandomOverSampler,DecisionTreeClassifier,0.8052815959560613,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",33
RandomOverSampler,DecisionTreeClassifier,0.7325371351763637,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'random'}",34
RandomOverSampler,DecisionTreeClassifier,0.8061999576158341,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",35
RandomOverSampler,DecisionTreeClassifier,0.737769110121441,"{'criterion': 'gini', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'random'}",36
RandomOverSampler,DecisionTreeClassifier,0.676354005317081,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",37
RandomOverSampler,DecisionTreeClassifier,0.6101656063296694,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",38
RandomOverSampler,DecisionTreeClassifier,0.6721345729569076,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",39
RandomOverSampler,DecisionTreeClassifier,0.62400663430208,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",40
RandomOverSampler,DecisionTreeClassifier,0.6752320450319724,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",41
RandomOverSampler,DecisionTreeClassifier,0.6223071529709231,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",42
RandomOverSampler,DecisionTreeClassifier,0.6726737396607165,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",43
RandomOverSampler,DecisionTreeClassifier,0.5970216977650551,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",44
RandomOverSampler,DecisionTreeClassifier,0.6620799575909391,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",45
RandomOverSampler,DecisionTreeClassifier,0.639483603179831,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",46
RandomOverSampler,DecisionTreeClassifier,0.6769472241525923,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",47
RandomOverSampler,DecisionTreeClassifier,0.5937791247286787,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",48
RandomOverSampler,DecisionTreeClassifier,0.6797637281001769,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'best'}",49
RandomOverSampler,DecisionTreeClassifier,0.6419538439564857,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'random'}",50
RandomOverSampler,DecisionTreeClassifier,0.6677948766238162,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",51
RandomOverSampler,DecisionTreeClassifier,0.6354411982668112,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'random'}",52
RandomOverSampler,DecisionTreeClassifier,0.6659947271762181,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",53
RandomOverSampler,DecisionTreeClassifier,0.5875448635122635,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'random'}",54
RandomOverSampler,DecisionTreeClassifier,0.6673538813947126,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",55
RandomOverSampler,DecisionTreeClassifier,0.6508099757162418,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",56
RandomOverSampler,DecisionTreeClassifier,0.6864682565198253,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",57
RandomOverSampler,DecisionTreeClassifier,0.6202539741036788,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",58
RandomOverSampler,DecisionTreeClassifier,0.6667070662470667,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",59
RandomOverSampler,DecisionTreeClassifier,0.5993734148793626,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",60
RandomOverSampler,DecisionTreeClassifier,0.6653298446356607,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",61
RandomOverSampler,DecisionTreeClassifier,0.6367326947174017,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",62
RandomOverSampler,DecisionTreeClassifier,0.6674291799124258,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",63
RandomOverSampler,DecisionTreeClassifier,0.5969151542041713,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",64
RandomOverSampler,DecisionTreeClassifier,0.6698779363881586,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",65
RandomOverSampler,DecisionTreeClassifier,0.5951337066743506,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",66
RandomOverSampler,DecisionTreeClassifier,0.6630320602665164,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'best'}",67
RandomOverSampler,DecisionTreeClassifier,0.6000661588672049,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'random'}",68
RandomOverSampler,DecisionTreeClassifier,0.6674427306223536,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",69
RandomOverSampler,DecisionTreeClassifier,0.5938345922391177,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'random'}",70
RandomOverSampler,DecisionTreeClassifier,0.6707875931134304,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",71
RandomOverSampler,DecisionTreeClassifier,0.5908630028148584,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'random'}",72
RandomOverSampler,DecisionTreeClassifier,0.7439226848972027,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",73
RandomOverSampler,DecisionTreeClassifier,0.6689346280262213,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",74
RandomOverSampler,DecisionTreeClassifier,0.7456016731898942,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",75
RandomOverSampler,DecisionTreeClassifier,0.6745429431842422,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",76
RandomOverSampler,DecisionTreeClassifier,0.7399356501436438,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",77
RandomOverSampler,DecisionTreeClassifier,0.6768170428800145,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",78
RandomOverSampler,DecisionTreeClassifier,0.7437836123357289,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",79
RandomOverSampler,DecisionTreeClassifier,0.6770289427723359,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",80
RandomOverSampler,DecisionTreeClassifier,0.7393695807525631,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",81
RandomOverSampler,DecisionTreeClassifier,0.6712028229265129,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",82
RandomOverSampler,DecisionTreeClassifier,0.7276734306386723,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",83
RandomOverSampler,DecisionTreeClassifier,0.670673297760989,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",84
RandomOverSampler,DecisionTreeClassifier,0.738009782095164,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'best'}",85
RandomOverSampler,DecisionTreeClassifier,0.6806003693278656,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'random'}",86
RandomOverSampler,DecisionTreeClassifier,0.7413454964984428,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",87
RandomOverSampler,DecisionTreeClassifier,0.6692110096165497,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'random'}",88
RandomOverSampler,DecisionTreeClassifier,0.734527814320861,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",89
RandomOverSampler,DecisionTreeClassifier,0.6585997185239069,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'random'}",90
RandomOverSampler,DecisionTreeClassifier,0.74585123594978,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",91
RandomOverSampler,DecisionTreeClassifier,0.663689804584005,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",92
RandomOverSampler,DecisionTreeClassifier,0.7413823673087492,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",93
RandomOverSampler,DecisionTreeClassifier,0.6650264172205683,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",94
RandomOverSampler,DecisionTreeClassifier,0.7361013582895344,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",95
RandomOverSampler,DecisionTreeClassifier,0.6575599836153481,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",96
RandomOverSampler,DecisionTreeClassifier,0.7351424084461754,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",97
RandomOverSampler,DecisionTreeClassifier,0.6795027325918884,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",98
RandomOverSampler,DecisionTreeClassifier,0.7361157082249379,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",99
RandomOverSampler,DecisionTreeClassifier,0.6643357670636388,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",100
RandomOverSampler,DecisionTreeClassifier,0.737647517305472,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",101
RandomOverSampler,DecisionTreeClassifier,0.664020596974271,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",102
RandomOverSampler,DecisionTreeClassifier,0.7304197680651414,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'best'}",103
RandomOverSampler,DecisionTreeClassifier,0.6561906472119077,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'splitter': 'random'}",104
RandomOverSampler,DecisionTreeClassifier,0.7314784743576007,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'best'}",105
RandomOverSampler,DecisionTreeClassifier,0.6781856988696179,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'splitter': 'random'}",106
RandomOverSampler,DecisionTreeClassifier,0.7388108661522524,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",107
RandomOverSampler,DecisionTreeClassifier,0.6482122295293442,"{'criterion': 'gini', 'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'random'}",108
RandomOverSampler,DecisionTreeClassifier,0.8262088771702027,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'best'}",109
RandomOverSampler,DecisionTreeClassifier,0.7576390020496964,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",110
RandomOverSampler,DecisionTreeClassifier,0.8277745100445573,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'best'}",111
RandomOverSampler,DecisionTreeClassifier,0.7278437562902684,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'splitter': 'random'}",112
RandomOverSampler,DecisionTreeClassifier,0.8107715212652431,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'best'}",113
RandomOverSampler,DecisionTreeClassifier,0.7199429583770522,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'splitter': 'random'}",114
RandomOverSampler,DecisionTreeClassifier,0.8165026445116041,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'best'}",115
RandomOverSampler,DecisionTreeClassifier,0.7323950208070462,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'splitter': 'random'}",116
RandomOverSampler,DecisionTreeClassifier,0.8102750674150634,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'best'}",117
RandomOverSampler,DecisionTreeClassifier,0.7295076759726878,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'splitter': 'random'}",118
RandomOverSampler,DecisionTreeClassifier,0.7981875059690562,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'best'}",119
RandomOverSampler,DecisionTreeClassifier,0.7227253137047557,"{'criterion': 'gini', 'max_depth': 15, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'splitter': 'random'}",120
